d1,d2,d3,d5,d11,d12,d13,d18,E,Smax(Mpa)
29.9655303,77.02560606,76.39340909,3.481590909,14.57083333,86.58931818,7.087727273,4.430715055,64073.36619,61.24041741
29.7905303,79.00287879,82.24113636,3.847954545,14.12916667,100.4806818,6.138636364,5.874783474,65504.41033,50.97329017
32.20871212,73.58075758,74.64613636,3.70219697,16.1875,105.2497727,7.139545455,2.871042952,55769.77677,121.4648104
27.28219697,70.03045455,71.79977273,2.626742424,15.67083333,104.2238636,6.029545455,2.412863498,73754.99812,148.1369267
33.41780303,74.74075758,86.38386364,2.502651515,10.57916667,114.7602273,8.265909091,3.703762756,56600.13571,90.41327039
32.6594697,70.87409091,76.85840909,3.446136364,10.6625,93.46568182,6.081363636,3.532028785,61970.96802,80.08729099
27.99280303,69.97772727,70.15113636,1.94719697,8.679166667,98.81704545,6.670454545,5.107328674,61052.27302,77.86271719
26.92159091,69.98651515,87.2575,3.930681818,10.90416667,92.74477273,4.979545455,3.919057091,66953.12167,76.91261159
30.77159091,72.76348485,76.50613636,2.821742424,12.79583333,106.9134091,7.586818182,4.100461288,59144.21417,81.09263547
27.94507576,78.48439394,87.37022727,3.952348485,14.09583333,107.1629545,7.690454545,2.670871219,58967.54206,143.7099812
30.7344697,74.11681818,81.69159091,3.739621212,10.5125,113.3461364,6.345909091,5.853922844,60840.26648,57.84179951
33.2375,75.49651515,79.02840909,3.530833333,16.8375,106.3865909,7.095909091,3.266127481,56105.45379,84.66205958
31.28068182,78.27348485,81.95931818,4.188712121,13.07916667,111.5438636,7.453181818,4.083850893,60292.58292,82.02896054
32.29356061,78.58984848,86.46840909,3.245227273,7.745833333,103.2811364,5.102272727,1.653088158,53738.04744,294.189735
29.02689394,70.32045455,85.42568182,2.051590909,14.05416667,91.41386364,5.615,1.849084883,58790.86994,136.2362924
31.44507576,76.015,74.13886364,3.956287879,8.095833333,79.74068182,5.535909091,3.609435026,57748.50446,87.3827405
33.29583333,70.88287879,75.75931818,1.858560606,14.67916667,101.3679545,5.407727273,2.987652501,73313.31783,80.88825801
33.09431818,72.17469697,82.04386364,1.734469697,9.229166667,108.2720455,7.177727273,3.097355812,61688.29263,98.35813552
32.50037879,78.51954545,84.58022727,3.593863636,8.795833333,88.28068182,4.796818182,3.119065612,67677.47735,82.04429269
32.51098485,77.54409091,73.82886364,4.102045455,11.94583333,94.18659091,7.183181818,3.200036625,74567.68985,97.57442307
28.04583333,75.81287879,72.3775,3.335833333,18.4875,97.81886364,6.114090909,4.511189817,55434.09975,77.50184561
28.42765152,69.79318182,81.86068182,2.583409091,15.20416667,83.65022727,7.191363636,3.499318797,73825.66697,81.14580924
28.53371212,80.5319697,77.39386364,2.630681818,10.9375,80.62795455,6.457727273,5.660780053,58720.20109,55.90633431
30.34204545,80.4880303,86.97568182,3.188106061,16.7375,90.05522727,5.947727273,4.294648417,53579.04253,62.27514547
29.45113636,69.48560606,84.80568182,1.90780303,16.6625,84.28795455,7.404090909,3.466292522,75663.05697,81.27193645
30.51174242,73.42257576,87.52522727,3.621439394,14.95416667,80.10113636,6.367727273,3.874360967,60716.596,62.05151765
26.94810606,79.11712121,70.3625,2.331287879,11.27916667,79.32477273,6.056818182,5.554440754,55151.42436,61.51165145
30.15643939,80.20681818,86.93340909,2.528257576,15.82916667,91.60795455,6.455,5.676520528,61529.28773,63.86673149
29.36628788,77.64954545,72.85659091,4.255681818,9.095833333,105.3052273,8.276818182,5.211568223,53596.70975,86.40842255
30.44280303,72.95681818,87.22931818,3.658863636,10.1125,112.3756818,6.190454545,2.616590699,63861.35965,123.7530855
31.69962121,79.36318182,76.43568182,4.096136364,8.195833333,115.5088636,6.504090909,4.15965654,76140.07168,108.3407137
30.45871212,75.70742424,72.18022727,4.261590909,11.7125,109.4088636,7.155909091,2.153790193,58207.85196,175.6711703
26.70416667,72.83378788,73.75840909,2.9025,11.0125,111.7934091,6.512272727,3.695565654,54692.07686,126.8762049
32.78143939,69.59106061,69.92568182,3.237348485,8.0375,94.2975,7.085,3.644977801,72694.96543,90.93810532
28.49659091,73.5280303,81.3675,2.195378788,17.50416667,92.27340909,6.580454545,4.264739835,62659.98927,68.27679318
29.87007576,75.50530303,81.14204545,2.68780303,15.8375,82.90159091,4.734090909,5.510763559,71422.9262,49.21126037
28.28977273,78.14166667,70.2075,2.971439394,18.30416667,102.6156818,5.653181818,5.081197583,67977.81994,79.14354535
26.78901515,78.56348485,81.90295455,2.118560606,8.070833333,84.73159091,7.655,3.685767232,74691.36033,112.443551
31.13219697,74.90772727,71.06704545,3.365378788,8.045833333,107.2738636,7.646818182,4.387466166,68702.17562,97.87618899
27.07537879,70.0480303,70.39068182,3.4875,9.629166667,110.5456818,8.203181818,5.356950958,62995.66629,90.13681893
27.46780303,73.76530303,83.62204545,1.909772727,13.54583333,102.0056818,4.922272727,4.068146861,69497.20014,99.19988277
26.67765152,77.69348485,72.77204545,4.113863636,17.10416667,105.3884091,6.302272727,4.208005891,67818.81504,118.3414157
28.45416667,72.88651515,85.34113636,2.957651515,10.72083333,104.3625,7.445,1.943883806,70168.55418,214.5866115
31.98598485,69.23954545,72.27886364,4.082348485,13.94583333,99.12204545,5.519545455,4.165101076,55734.44234,58.01113382
26.7094697,75.39106061,81.29704545,3.92280303,18.15416667,98.34568182,6.845,2.543527393,54833.41455,164.7243382
33.17386364,80.1980303,78.43659091,1.866439394,12.9875,95.40659091,5.778636364,4.163009105,69232.19196,114.7259724
30.60189394,72.71954545,73.16659091,4.013409091,9.2125,80.35068182,8.072272727,5.605323411,61564.62215,60.13304762
31.85340909,77.95712121,83.12886364,3.127045455,9.954166667,115.7861364,7.895,3.608179043,73701.99648,118.8935533
30.59659091,75.69863636,81.25477273,2.693712121,14.22916667,114.2611364,5.650454545,5.63321853,72005.94418,60.34878731
33.10492424,78.02742424,74.99840909,4.127651515,8.054166667,96.40477273,7.679545455,1.935216115,64974.39398,210.7753078
28.38522727,79.93439394,74.8575,4.131590909,14.2625,114.0947727,8.042272727,3.153867723,70062.55091,179.1440451
30.37386364,79.81136364,77.3375,2.644469697,13.5875,83.6225,4.775,2.256431643,55575.43744,112.4369743
27.26098485,80.45287879,74.58977273,2.7075,11.2125,98.23477273,7.805,2.118704967,61599.95658,286.9774486
30.77689394,71.86712121,80.73340909,1.789621212,13.52916667,81.15477273,5.819545455,5.190007069,55222.09321,76.83654103
28.2844697,78.72166667,86.36977273,3.666742424,14.6375,90.38795455,6.111363636,1.846797287,62571.65321,162.665512
30.69734848,71.665,86.39795455,3.396893939,18.2375,88.58568182,8.055909091,5.656964805,60751.93042,51.02701385
29.87537879,78.99409091,71.92659091,2.033863636,14.5875,99.09431818,7.854090909,3.458255826,72341.6212,104.3248021
26.5875,75.18893939,81.55068182,3.239318182,14.87916667,113.5402273,8.290454545,5.979247759,61988.63523,87.80780448
29.5094697,71.55954545,82.50886364,3.627348485,16.3125,99.70431818,5.045,3.973186769,56723.80619,73.15349191
31.49280303,78.00984848,78.01386364,3.195984848,13.7875,114.1779545,8.145909091,3.205456832,55681.44071,136.4473708
32.10265152,80.73409091,81.09977273,2.813863636,10.17916667,86.42295455,6.021363636,3.91851901,73772.66533,75.12287359
32.03371212,76.05893939,73.64568182,2.404166667,17.8375,81.57068182,7.494090909,3.359186125,74267.34725,94.54350639
27.56325758,71.65621212,81.62113636,2.784318182,18.1875,91.82977273,7.545909091,4.568182851,69938.88043,81.51716877
30.35265152,75.80409091,77.15431818,2.313560606,11.24583333,111.8765909,5.631363636,3.374710434,62730.65812,112.7186298
27.44128788,76.66530303,80.36704545,1.773863636,8.804166667,111.1279545,6.335,4.739541503,67642.14292,102.0594542
31.58825758,69.28348485,85.45386364,2.66219697,15.0625,108.6602273,5.915,3.856075209,56582.4685,70.9807106
27.29280303,80.7780303,69.68613636,2.299772727,8.420833333,104.0852273,5.549545455,5.464253634,68737.51004,81.66557198
30.94128788,71.34863636,74.95613636,3.556439394,9.7875,112.8193182,6.223181818,4.711751773,59797.901,79.5473534
30.4905303,77.79015152,85.04522727,1.77780303,7.995833333,80.98840909,6.711363636,2.816009449,53190.36388,116.2183895
31.45037879,79.60924242,75.77340909,3.079772727,12.8625,90.9425,8.001363636,2.695371519,72200.2835,118.3558206
31.81098485,69.69651515,70.88386364,3.674621212,18.44583333,98.15159091,8.094090909,5.368426371,75415.716,53.18765354
33.24810606,69.95136364,85.97522727,2.041742424,10.20416667,92.49522727,7.627727273,2.83167964,69532.53456,96.41975589
28.21022727,71.12893939,75.08295455,1.943257576,14.3375,88.94613636,7.180454545,5.060548266,55133.75715,69.64486519
32.64886364,76.41924242,84.94659091,3.416590909,15.60416667,88.61340909,5.593181818,5.955404029,74461.68658,40.83100902
32.29886364,73.99378788,72.09568182,3.448106061,12.84583333,104.7784091,6.828636364,5.256333832,74974.03572,56.38862732
29.6844697,78.90621212,73.9275,2.961590909,11.49583333,104.1961364,5.257727273,2.615521175,56441.1308,121.565919
29.37159091,76.27863636,82.55113636,4.005530303,16.7125,100.5638636,6.474090909,5.219268554,69638.53783,60.09418117
28.61856061,74.22227273,73.29340909,3.940530303,17.75416667,90.80386364,4.878636364,4.757518017,70663.2361,69.5669484
31.87462121,79.96075758,71.74340909,3.698257576,8.5375,114.5938636,5.737727273,1.60061138,69603.20341,255.7866918
31.16401515,80.33863636,84.6225,3.582045455,9.7375,101.8393182,5.996818182,2.088601786,61334.9484,152.8125613
26.77840909,76.93772727,86.22886364,3.3575,14.20416667,99.45477273,6.125,3.275485684,62642.32206,109.2956953
31.51401515,74.21348485,78.38022727,3.845984848,12.1125,82.67977273,6.487727273,4.714181347,62200.64177,58.33614434
31.49810606,69.60863636,72.15204545,1.830984848,16.57083333,80.68340909,6.370454545,2.683642542,68348.83139,97.12153226
29.81174242,72.57893939,78.7325,2.157954545,8.270833333,84.31568182,7.764090909,4.614497864,62324.31225,84.37169816
28.09886364,69.85469697,83.72068182,4.170984848,15.3125,110.1575,5.574090909,4.047059547,65592.74639,83.05252563
27.09659091,80.26833333,82.32568182,1.791590909,11.50416667,109.4643182,5.887727273,4.112901647,74850.36524,99.57142623
32.89280303,78.61621212,84.84795455,2.096893939,7.7625,96.90386364,7.682272727,3.91237563,64356.04158,83.29967715
27.09128788,79.24015152,69.84113636,3.379166667,13.90416667,100.0093182,6.395,3.941159554,58543.52898,104.3407694
32.72310606,70.86530303,76.61886364,2.601136364,11.1125,114.4275,5.426818182,1.957237623,70716.23773,150.8067821
30.89356061,78.1680303,81.88886364,3.483560606,15.7125,101.4511364,5.238636364,5.531774765,64903.72514,47.68418181
31.12689394,77.41227273,75.15340909,3.676590909,13.82083333,103.0870455,6.722272727,3.493991166,74656.02591,104.7051746
28.41174242,75.39984848,83.86159091,3.83219697,7.545833333,104.3902273,7.387727273,5.541480259,54356.39984,79.9416962
30.09810606,76.35772727,79.43704545,2.581439394,18.24583333,81.01613636,4.971363636,5.230795167,70486.56398,51.92465948
30.51704545,77.50893939,77.77431818,3.390984848,17.12083333,111.5715909,7.477727273,5.753967822,67235.79706,67.94097313
27.19204545,71.94621212,85.72159091,4.109924242,8.404166667,88.83522727,5.555,2.049886601,66458.43975,159.3279656
31.77386364,75.68984848,77.11204545,2.636590909,14.8625,108.5215909,6.708636364,2.537220051,65416.07427,117.9850727
28.37992424,74.88136364,83.29795455,4.204469697,10.8875,103.6415909,5.538636364,6.188733392,59921.57148,56.92453844
29.89128788,73.84439394,77.54886364,3.109318182,17.35416667,101.2570455,6.245,5.331706755,62960.33187,56.18026765
30.36325758,80.60227273,84.87613636,2.410075758,17.37083333,82.95704545,5.435,3.660503171,72270.95235,64.10505603
29.96022727,79.26651515,76.83022727,4.167045455,8.104166667,89.47295455,7.469545455,2.709052127,75557.0537,155.3366869
31.72083333,71.375,77.32340909,3.304318182,8.8375,87.69840909,5.366818182,2.789843639,60681.26158,103.7355052
29.13295455,70.795,80.70522727,1.984621212,14.0125,98.40113636,6.299545455,4.15546205,63402.01215,69.89496312
29.97613636,79.46863636,82.18477273,2.934015152,9.154166667,79.43568182,6.236818182,2.136719673,63225.34004,151.0777122
33.18977273,72.39439394,86.34159091,2.352954545,17.1375,83.45613636,7.543181818,4.900891667,74550.02264,46.22545193
27.32992424,75.93590909,76.73159091,2.740984848,12.4375,113.8452273,6.798636364,4.791783609,73896.33581,99.69622311
31.75795455,76.60378788,83.79113636,2.280075758,7.595833333,84.67613636,4.845909091,3.907749021,72553.62773,84.58157281
28.57083333,73.94984848,77.85886364,2.544015152,11.57083333,109.1038636,6.212272727,2.877641532,66423.10533,125.5982281
32.15568182,77.86924242,69.62977273,2.748863636,17.70416667,81.65386364,8.293181818,5.293875713,54285.731,75.50817149
31.81628788,70.85651515,76.98522727,3.125075758,10.02083333,111.4329545,7.226818182,2.573310461,60910.93533,124.4128727
28.20492424,80.2419697,85.36931818,2.62280303,8.220833333,93.60431818,5.004090909,3.825290304,58455.19292,97.54586225
33.45492424,80.55833333,86.10204545,3.686439394,11.7875,81.32113636,7.567727273,4.161780762,72429.95725,60.91011185
28.77765152,76.19075758,84.43931818,1.722651515,17.17916667,112.9856818,6.596818182,5.904153923,71793.93764,55.7631578
33.14204545,72.75469697,78.69022727,2.461287879,9.704166667,95.79477273,7.232272727,3.164845365,76104.73725,97.45350699
31.75265152,80.28590909,76.11159091,3.217651515,8.7125,82.06977273,6.779545455,4.474944271,71193.25245,86.49293645
31.87992424,80.47045455,86.31340909,1.787651515,12.05416667,106.1370455,5.890454545,3.334969614,59833.23542,97.03123213
27.43598485,77.90439394,87.51113636,2.973409091,17.8875,109.7970455,5.336818182,2.069511487,67712.81177,158.4613737
32.63825758,72.81621212,69.75659091,4.133560606,13.89583333,87.67068182,5.276818182,3.834487745,58278.52081,61.59919888
32.74962121,69.2219697,87.66613636,3.412651515,14.29583333,86.64477273,7.442272727,1.895775692,59992.24033,114.8342537
32.96174242,72.63166667,85.82022727,3.599772727,14.44583333,98.45659091,4.993181818,6.352663822,69090.85427,39.99072785
29.35568182,77.97469697,74.01204545,1.805378788,17.32083333,107.4402273,6.157727273,6.17686747,59444.55677,73.40810958
31.86931818,77.30681818,81.35340909,3.57219697,11.9625,89.88886364,5.023181818,4.791200125,66582.11023,55.37022407
32.74431818,71.60348485,76.91477273,2.211136364,8.0125,93.43795455,4.862272727,6.189495879,75203.70947,54.14003227
32.43674242,73.36106061,81.91704545,3.802651515,14.12083333,93.41022727,7.420454545,3.81625955,59780.23379,68.32514157
29.64204545,74.54742424,72.56068182,2.609015152,11.67083333,99.34386364,7.663181818,6.499103944,52978.35734,55.36832927
27.12840909,69.33621212,70.29204545,2.959621212,18.3125,92.63386364,7.060454545,4.980908082,61370.28283,72.55930761
33.16325758,79.84651515,76.59068182,2.559772727,14.62916667,81.21022727,8.255,3.002062271,53632.04417,87.75872401
30.47992424,74.84621212,82.48068182,2.315530303,9.529166667,84.62068182,6.940454545,5.379257448,70468.89677,62.00549414
30.20416667,79.16984848,82.21295455,2.343106061,14.32083333,86.11795455,5.765,3.938161691,65239.40215,65.53002942
32.77613636,72.14833333,78.16886364,3.428409091,16.7875,113.0134091,6.839545455,4.835979976,75733.72581,64.34154804
28.32159091,79.97833333,75.4775,2.469166667,16.9125,109.6584091,5.475909091,6.151601182,67377.13475,67.62244568
26.75189394,80.52318182,71.03886364,2.788257576,8.4625,94.54704545,5.230454545,1.641512916,71776.27043,292.8602155
32.67537879,72.32409091,69.48886364,2.646439394,7.7125,107.5788636,5.047727273,2.047899933,55098.42273,190.0411473
31.9594697,70.07439394,71.88431818,3.205833333,16.5125,83.06795455,6.997727273,4.925338669,56988.81436,50.28247149
32.72840909,73.22045455,86.1725,4.281287879,17.02083333,92.80022727,7.944090909,4.724315676,59285.55186,48.5741948
31.76856061,72.22742424,75.28022727,3.6825,9.570833333,110.7397727,8.004090909,2.749072819,58826.20436,135.3251643
30.50643939,73.29954545,79.54977273,2.451439394,10.2375,96.87613636,7.747727273,4.554520409,60115.91081,72.42178744
29.90189394,71.79681818,72.94113636,3.761287879,13.37083333,81.23795455,5.557727273,4.75679165,67783.48062,56.53373509
28.5655303,73.27318182,72.2225,1.740378788,9.345833333,96.07204545,7.526818182,4.678185512,66917.78725,91.18493302
29.44583333,75.56681818,73.27931818,3.034469697,12.1375,111.7102273,5.424090909,2.909102837,70557.23283,127.1516375
28.60795455,73.29075758,71.40522727,3.215681818,8.279166667,103.8911364,4.911363636,3.729366426,69338.19523,105.4273518
29.17537879,73.62469697,77.78840909,3.404772727,18.22916667,95.62840909,6.277727273,4.927585298,53031.35898,66.64812491
32.63295455,78.4580303,71.20795455,2.904469697,13.34583333,90.83159091,6.697727273,4.668089397,54303.39821,55.48012867
31.97537879,78.22954545,75.46340909,3.278712121,13.92083333,99.81522727,7.038636364,3.119067411,52996.02455,99.48587983
26.62992424,76.32257576,85.43977273,2.295833333,15.5375,112.6529545,7.875909091,3.765618839,65539.74475,121.5092887
31.24886364,72.9480303,86.20068182,3.014772727,9.7625,90.44340909,6.689545455,5.017216689,69620.87062,58.48802228
33.34356061,73.64227273,80.94477273,2.867045455,17.90416667,98.09613636,7.987727273,4.526545458,75239.04389,55.32970065
31.03674242,77.01681818,76.99931818,2.419924242,12.2875,90.58204545,5.666818182,4.326562083,72853.97033,62.74226388
28.30568182,76.19954545,80.14159091,2.226893939,15.74583333,91.02568182,5.767727273,4.638178909,59250.21744,64.20258962
26.83143939,75.3119697,71.19386364,3.452045455,8.245833333,79.93477273,6.095,3.729500378,64250.03831,96.59479602
30.80340909,69.74924242,71.68704545,3.164469697,9.295833333,106.5806818,5.383181818,1.739021599,62589.32042,181.5653176
30.19886364,79.56530303,83.6925,2.293863636,12.6875,102.8375,8.031363636,1.583096753,74020.00629,205.7978206
28.96325758,76.34893939,71.94068182,1.836893939,16.8125,115.0097727,7.777727273,5.800136954,57465.82907,101.5327383
27.70113636,79.48621212,77.9575,2.841439394,12.45416667,104.3347727,7.565,1.751333392,62536.31879,249.6130091
30.01325758,74.51227273,78.60568182,4.165075758,13.14583333,104.0575,4.815909091,6.17342758,59002.87648,48.04969962
28.4594697,69.39772727,76.46386364,4.220227273,7.829166667,80.29522727,5.377727273,3.708178509,70610.23446,91.82922821
29.9125,76.84106061,85.25659091,1.962954545,12.7625,86.28431818,5.680454545,3.107341972,55522.4358,86.46049681
30.72916667,76.83227273,69.37613636,4.115833333,15.49583333,94.46386364,7.221363636,4.467973117,68596.17235,72.41345948
27.35113636,70.93560606,77.29522727,3.318106061,16.17916667,97.01477273,4.930454545,2.69775619,58896.87321,118.2751308
26.82613636,71.59469697,70.63022727,3.7475,8.920833333,85.25840909,6.932272727,5.555438589,68613.83956,74.21079915
27.79128788,69.86348485,80.47977273,2.345075758,12.17916667,84.64840909,7.011363636,5.150733759,62059.30408,57.66510748
32.06022727,80.49681818,73.4625,3.914924242,13.55416667,91.30295455,6.048636364,5.303013927,70415.89514,88.34006735
26.60871212,71.07621212,79.88795455,4.031136364,13.22916667,110.2129545,8.083181818,5.218266336,63826.02523,96.56643339
32.78674242,69.66136364,83.74886364,2.888712121,15.14583333,87.53204545,5.634090909,2.623415138,65151.0661,95.02023441
32.04962121,72.64045455,82.31159091,3.485530303,16.30416667,79.90704545,7.559545455,6.277162532,72641.96379,49.96019531
32.42613636,74.06409091,84.08704545,3.522954545,16.02083333,93.9925,5.189545455,3.768516408,75875.0635,66.33508772
33.33295455,73.85318182,75.61840909,2.849318182,15.45416667,103.8356818,6.520454545,3.105602084,61087.60744,97.60367541
27.43068182,75.10106061,86.96159091,2.370681818,9.2875,79.6575,6.359545455,5.394936297,60274.91571,68.10572906
27.82840909,78.15045455,74.30795455,2.215075758,17.2625,83.73340909,4.870454545,3.752675474,54038.39003,84.92506614
29.29204545,69.21318182,72.57477273,3.816439394,18.0375,112.0152273,6.978636364,4.500310824,54727.41128,81.72337117
29.38219697,71.21681818,72.9975,2.547954545,12.59583333,102.5047727,7.796818182,5.657696569,64568.04812,60.57491047
28.23674242,71.12015152,86.27113636,2.305681818,9.845833333,98.12386364,8.036818182,4.083910612,66158.09715,108.2065623
27.10719697,70.80378788,86.6375,2.778409091,11.8125,88.08659091,6.171363636,3.082635287,63737.68917,111.1835403
32.95113636,70.48742424,85.5525,2.159924242,16.40416667,115.0375,5.754090909,3.317606294,76087.07004,76.23880285
30.85643939,77.0080303,78.63386364,3.912954545,18.1375,101.1461364,4.982272727,5.85247979,66175.76437,49.65258175
26.50265152,71.92863636,77.90113636,2.910378788,7.879166667,86.33977273,5.669545455,4.581601099,66670.44629,86.81938032
29.18068182,78.10651515,73.19477273,2.193409091,9.079166667,82.15295455,5.246818182,1.618445449,58684.86667,190.0067803
33.2905303,72.58772727,73.02568182,2.421893939,11.70416667,85.61886364,6.411363636,3.841870128,71334.59014,69.51499182
33.26931818,75.78651515,71.12340909,1.718712121,14.82916667,96.70977273,5.525,5.443209078,64126.36783,57.72346574
28.60265152,70.19742424,85.58068182,3.751439394,14.04583333,85.00886364,6.482272727,4.644085349,56246.79148,59.26591796
30.9094697,69.82833333,78.80295455,3.186136364,11.19583333,92.52295455,8.260454545,6.277637564,63154.67119,44.70869952
33.22689394,71.26075758,76.18204545,3.2275,8.429166667,79.57431818,5.546818182,2.215557724,53102.02782,157.2928371
26.62462121,78.32621212,71.50386364,3.44219697,10.27916667,84.09386364,4.949545455,4.840413711,68313.49696,80.1946867
30.56477273,75.6019697,76.90068182,2.540075758,12.35416667,112.7915909,7.641363636,3.314557523,75398.04879,113.291077
30.18295455,80.13651515,85.48204545,3.150681818,14.85416667,84.20477273,4.731363636,2.252813913,69673.87225,124.7872181
27.54204545,74.72318182,76.36522727,3.064015152,8.754166667,107.3570455,6.509545455,3.364360385,61546.95494,133.5724974
30.58598485,74.74954545,76.44977273,2.983257576,18.32916667,104.1129545,8.181363636,3.328055893,68525.5035,107.1377741
29.52537879,70.46106061,85.83431818,2.380530303,14.3125,100.8134091,7.982272727,2.688712396,56264.45869,108.4698647
29.70037879,73.87075758,80.9025,3.174318182,11.5625,94.04795455,7.093181818,2.107743986,54586.07359,163.5153841
31.42916667,75.99742424,76.70340909,2.414015152,11.14583333,91.66340909,5.568636364,1.627106478,76034.06841,176.4575933
27.88674242,73.75651515,85.94704545,3.461893939,15.0375,91.10886364,6.528636364,3.632282928,64956.72677,80.98318001
30.22537879,75.98863636,76.66113636,3.054166667,15.8875,79.68522727,7.003181818,2.350518831,59815.56821,122.7546978
29.63674242,80.18924242,87.32795455,3.790833333,18.2875,89.14022727,5.827727273,4.907024036,74232.01283,60.02202432
28.18371212,78.63378788,79.39477273,4.169015152,16.97916667,110.6011364,7.933181818,4.928642032,66546.77581,94.52533674
32.2405303,78.5019697,78.46477273,1.955075758,9.4625,82.26386364,8.249545455,4.245704001,71210.91966,79.50865526
31.53522727,75.64590909,75.7875,2.106742424,14.37916667,97.54159091,6.343181818,1.773309779,54073.72446,151.4423017
33.13143939,71.47166667,80.5925,3.725833333,8.9125,105.9706818,5.822272727,3.129039689,62712.9909,97.37231285
30.99962121,70.14469697,73.78659091,2.423863636,18.35416667,114.5106818,7.802272727,5.910041745,64727.05302,62.41138635
29.50416667,72.74590909,81.63522727,3.327954545,16.9625,81.12704545,6.337727273,4.543970978,70892.90985,61.9971775
27.83371212,71.98136364,79.47931818,2.459318182,16.59583333,87.2825,7.245909091,4.85496954,66688.1135,66.54125227
30.45340909,79.13469697,86.89113636,1.758106061,14.32916667,80.04568182,4.843181818,3.739835507,55858.11282,97.89114268
29.92840909,69.345,74.43477273,3.834166667,16.37916667,93.71522727,6.026818182,3.930923101,54109.05888,70.69007243
30.64431818,70.63681818,78.61977273,2.441590909,13.47916667,98.53977273,6.198636364,2.991973963,72217.95071,96.80433077
27.04886364,74.6880303,78.92977273,3.016742424,7.6125,115.4811364,5.923181818,2.421918254,71829.27206,184.5177889
29.21780303,80.655,77.22477273,3.585984848,13.6375,115.5643182,6.067727273,2.346087799,69020.18543,214.1971618
30.63371212,76.82348485,76.5625,1.892045455,12.47083333,112.3479545,7.079545455,2.492709206,70698.57052,162.4218419
26.53977273,72.51742424,73.37795455,1.959015152,10.70416667,110.9338636,6.288636364,4.879805768,69108.52148,88.71674176
28.69280303,78.76560606,79.00022727,2.161893939,15.02083333,87.14386364,6.542272727,4.76739139,62765.99254,64.17568102
27.25037879,77.55287879,74.15295455,1.941287879,8.470833333,91.94068182,5.445909091,3.471001037,70504.2312,118.6615557
29.95492424,75.90075758,69.54522727,3.645075758,10.8125,102.9206818,5.582272727,4.433853704,59956.9059,74.94378554
31.55113636,76.43681818,83.83340909,2.744924242,17.0875,92.55068182,6.045909091,2.443453627,65857.75456,98.89164667
28.95265152,75.05712121,76.94295455,2.10280303,8.545833333,104.6675,5.489545455,3.571250431,66652.77908,100.9409844
26.59280303,72.56136364,75.81568182,1.888106061,9.145833333,103.1979545,6.378636364,2.594480825,57713.17004,175.1589212
28.34810606,69.78439394,70.22159091,3.524924242,15.87083333,94.26977273,4.900454545,3.730845235,63296.00888,77.37752831
32.82916667,70.47863636,74.46295455,3.329924242,17.0625,81.1825,5.688636364,5.784403847,62253.6434,49.51906497
32.8875,80.08378788,71.82795455,3.59780303,10.87083333,90.99795455,6.785,6.070043188,65663.41523,48.98913112
30.71325758,77.45621212,77.08386364,4.076439394,14.97916667,87.83704545,8.137727273,4.244457336,62359.64667,67.65741812
30.07159091,75.0219697,70.81340909,2.155984848,14.27916667,99.28840909,7.409545455,6.22763117,69461.86571,73.40936549
33.31704545,73.30833333,79.18340909,3.432348485,9.729166667,96.93159091,5.036818182,4.491817347,55204.426,57.28782275
33.49734848,72.46469697,80.91659091,2.152045455,13.87083333,84.34340909,7.676818182,5.610674927,72447.62447,87.0582802
29.23901515,74.69681818,71.85613636,4.129621212,7.804166667,114.1502273,5.988636364,5.099081276,74355.68331,85.07328395
28.09356061,75.71621212,80.11340909,3.515075758,15.17083333,89.97204545,5.770454545,4.183925236,61140.60908,76.68630672
30.37916667,73.65106061,81.07159091,1.803409091,10.47083333,81.76477273,4.769545455,6.449177456,71087.24918,54.61370251
28.52310606,79.91681818,78.87340909,4.019318182,8.5125,107.9670455,5.096818182,1.974092882,72889.30475,198.0209699
27.86022727,69.7580303,79.40886364,1.899924242,9.029166667,110.3515909,5.042272727,2.144627177,69426.53129,215.9658665
31.91704545,69.44166667,78.95795455,2.809924242,12.42916667,83.67795455,6.315909091,2.054420211,53066.6934,148.8831467
27.17083333,69.61742424,71.33477273,3.46780303,12.47916667,84.87022727,4.709545455,4.34024952,73083.64408,73.35137712
28.01401515,79.53893939,73.53295455,2.287954545,18.42083333,96.34931818,7.513181818,6.048050803,71175.58523,72.03919486
32.32537879,77.93075758,71.26431818,2.301742424,16.75416667,86.94977273,4.919545455,3.119798282,55063.0883,121.0655671
29.84886364,80.79560606,80.26840909,3.280681818,17.67916667,113.4015909,6.332272727,3.700261693,72094.28023,102.8052295
29.30265152,73.73893939,71.27840909,2.798106061,16.3625,111.0725,8.295909091,3.641558433,71405.25898,149.594042
33.14734848,79.45106061,73.36386364,3.233409091,8.170833333,95.32340909,5.159545455,3.99812424,58861.53879,97.447566
28.88901515,73.05348485,81.60704545,3.477651515,13.07083333,99.59340909,5.028636364,3.025505324,58031.17984,91.34039903
29.2125,71.74409091,80.57840909,3.649015152,15.37916667,87.72613636,6.809545455,3.462407752,59091.21254,80.97543342
28.79356061,80.35621212,80.53613636,4.293106061,9.045833333,89.50068182,5.530454545,5.603182463,64267.70552,73.01869618
27.5155303,71.46287879,83.04431818,4.015378788,14.6625,109.5752273,6.144090909,2.123136712,69956.54764,175.7101797
28.46477273,78.59863636,84.17159091,2.681893939,11.4125,81.7925,7.033181818,2.477118531,57942.84379,138.6555392
